name,target_rva,target_size,source,notes
?onContaining@OpenContain@@UAEXPAVObject@@_N@Z,0x00221720,154,Code/GameEngine/Source/GameLogic/Object/Contain/CaveContainOnContaining.cpp,reloc-derived;call-sites=1;identity=real
?erase@?$_Rb_tree@HU?$pair@$$CBHVAsciiString@@@_STL@@U?$_Select1st@U?$pair@$$CBHVAsciiString@@@_STL@@@2@U?$less@H@2@V?$allocator@U?$pair@$$CBHVAsciiString@@@_STL@@@2@@_STL@@QAEXU?$_Rb_tree_iterator@U?$pair@$$CBHVAsciiString@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBHVAsciiString@@@_STL@@@2@@2@0@Z,0x00222DB0,143,Code/GameEngine/Source/GameNetwork/GameSpy/PeerDefs.cpp,reloc-derived;call-sites=1;identity=real
?_M_insert@?$_Rb_tree@HU?$pair@$$CBHUGen_t_00224ad0_p12cd@@@_STL@@U?$_Select1st@U?$pair@$$CBHUGen_t_00224ad0_p12cd@@@_STL@@@2@U?$less@H@2@V?$allocator@U?$pair@$$CBHUGen_t_00224ad0_p12cd@@@_STL@@@2@@_STL@@AAE?AU?$_Rb_tree_iterator@U?$pair@$$CBHUGen_t_00224ad0_p12cd@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBHUGen_t_00224ad0_p12cd@@@_STL@@@2@@2@PAU_Rb_tree_node_base@2@0ABU?$pair@$$CBHUGen_t_00224ad0_p12cd@@@2@0@Z,0x00223D20,176,Code/gen_small/tgrid_108.cpp,reloc-derived;call-sites=9;identity=generated
?insert_unique@?$_Rb_tree@HU?$pair@$$CBHUGen_t_00224ad0_p12cd@@@_STL@@U?$_Select1st@U?$pair@$$CBHUGen_t_00224ad0_p12cd@@@_STL@@@2@U?$less@H@2@V?$allocator@U?$pair@$$CBHUGen_t_00224ad0_p12cd@@@_STL@@@2@@_STL@@QAE?AU?$pair@U?$_Rb_tree_iterator@U?$pair@$$CBHUGen_t_00224ad0_p12cd@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBHUGen_t_00224ad0_p12cd@@@_STL@@@2@@_STL@@_N@2@ABU?$pair@$$CBHUGen_t_00224ad0_p12cd@@@2@@Z,0x00223E00,145,Code/gen_small/tgrid_108.cpp,reloc-derived;call-sites=4;identity=generated
?_M_insert@?$_Rb_tree@IU?$pair@$$CBIUGen_t_00224dc0_m12pod@@@_STL@@U?$_Select1st@U?$pair@$$CBIUGen_t_00224dc0_m12pod@@@_STL@@@2@U?$less@I@2@V?$allocator@U?$pair@$$CBIUGen_t_00224dc0_m12pod@@@_STL@@@2@@_STL@@AAE?AU?$_Rb_tree_iterator@U?$pair@$$CBIUGen_t_00224dc0_m12pod@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBIUGen_t_00224dc0_m12pod@@@_STL@@@2@@2@PAU_Rb_tree_node_base@2@0ABU?$pair@$$CBIUGen_t_00224dc0_m12pod@@@2@0@Z,0x00223EC0,176,Code/gen_small/fam_005.cpp,reloc-derived;call-sites=9;identity=generated
?insert_unique@?$_Rb_tree@IU?$pair@$$CBIUGen_t_00224dc0_m12pod@@@_STL@@U?$_Select1st@U?$pair@$$CBIUGen_t_00224dc0_m12pod@@@_STL@@@2@U?$less@I@2@V?$allocator@U?$pair@$$CBIUGen_t_00224dc0_m12pod@@@_STL@@@2@@_STL@@QAE?AU?$pair@U?$_Rb_tree_iterator@U?$pair@$$CBIUGen_t_00224dc0_m12pod@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBIUGen_t_00224dc0_m12pod@@@_STL@@@2@@_STL@@_N@2@ABU?$pair@$$CBIUGen_t_00224dc0_m12pod@@@2@@Z,0x00223FA0,145,Code/gen_small/fam_005.cpp,reloc-derived;call-sites=4;identity=generated
?_M_insert@?$_Rb_tree@HU?$pair@$$CBHUGen_t_002250b0_p12cd@@@_STL@@U?$_Select1st@U?$pair@$$CBHUGen_t_002250b0_p12cd@@@_STL@@@2@U?$less@H@2@V?$allocator@U?$pair@$$CBHUGen_t_002250b0_p12cd@@@_STL@@@2@@_STL@@AAE?AU?$_Rb_tree_iterator@U?$pair@$$CBHUGen_t_002250b0_p12cd@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBHUGen_t_002250b0_p12cd@@@_STL@@@2@@2@PAU_Rb_tree_node_base@2@0ABU?$pair@$$CBHUGen_t_002250b0_p12cd@@@2@0@Z,0x00224060,176,Code/gen_small/tgrid_108.cpp,reloc-derived;call-sites=9;identity=generated
?insert_unique@?$_Rb_tree@HU?$pair@$$CBHUGen_t_002250b0_p12cd@@@_STL@@U?$_Select1st@U?$pair@$$CBHUGen_t_002250b0_p12cd@@@_STL@@@2@U?$less@H@2@V?$allocator@U?$pair@$$CBHUGen_t_002250b0_p12cd@@@_STL@@@2@@_STL@@QAE?AU?$pair@U?$_Rb_tree_iterator@U?$pair@$$CBHUGen_t_002250b0_p12cd@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBHUGen_t_002250b0_p12cd@@@_STL@@@2@@_STL@@_N@2@ABU?$pair@$$CBHUGen_t_002250b0_p12cd@@@2@@Z,0x00224140,145,Code/gen_small/tgrid_108.cpp,reloc-derived;call-sites=4;identity=generated
?_M_insert@?$_Rb_tree@HU?$pair@$$CBHUGen_t_00225fe0_p12cd@@@_STL@@U?$_Select1st@U?$pair@$$CBHUGen_t_00225fe0_p12cd@@@_STL@@@2@U?$less@H@2@V?$allocator@U?$pair@$$CBHUGen_t_00225fe0_p12cd@@@_STL@@@2@@_STL@@AAE?AU?$_Rb_tree_iterator@U?$pair@$$CBHUGen_t_00225fe0_p12cd@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBHUGen_t_00225fe0_p12cd@@@_STL@@@2@@2@PAU_Rb_tree_node_base@2@0ABU?$pair@$$CBHUGen_t_00225fe0_p12cd@@@2@0@Z,0x00224200,176,Code/gen_small/tgrid_108.cpp,reloc-derived;call-sites=9;identity=generated
?erase@?$_Rb_tree@HU?$pair@$$CBHVBuddyInfo@@@_STL@@U?$_Select1st@U?$pair@$$CBHVBuddyInfo@@@_STL@@@2@U?$less@H@2@V?$allocator@U?$pair@$$CBHVBuddyInfo@@@_STL@@@2@@_STL@@QAEXU?$_Rb_tree_iterator@U?$pair@$$CBHVBuddyInfo@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBHVBuddyInfo@@@_STL@@@2@@2@0@Z,0x00224A00,153,Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/WOLBuddyOverlayInsertUnique.cpp,reloc-derived;call-sites=1;identity=real
?_M_insert@?$_Rb_tree@HU?$pair@$$CBHUGen_t_00225cf0_p12cd@@@_STL@@U?$_Select1st@U?$pair@$$CBHUGen_t_00225cf0_p12cd@@@_STL@@@2@U?$less@H@2@V?$allocator@U?$pair@$$CBHUGen_t_00225cf0_p12cd@@@_STL@@@2@@_STL@@AAE?AU?$_Rb_tree_iterator@U?$pair@$$CBHUGen_t_00225cf0_p12cd@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBHUGen_t_00225cf0_p12cd@@@_STL@@@2@@2@PAU_Rb_tree_node_base@2@0ABU?$pair@$$CBHUGen_t_00225cf0_p12cd@@@2@0@Z,0x00225460,176,Code/gen_small/tgrid_108.cpp,reloc-derived;call-sites=9;identity=generated
?insert_unique@?$_Rb_tree@HU?$pair@$$CBHUGen_t_00225cf0_p12cd@@@_STL@@U?$_Select1st@U?$pair@$$CBHUGen_t_00225cf0_p12cd@@@_STL@@@2@U?$less@H@2@V?$allocator@U?$pair@$$CBHUGen_t_00225cf0_p12cd@@@_STL@@@2@@_STL@@QAE?AU?$pair@U?$_Rb_tree_iterator@U?$pair@$$CBHUGen_t_00225cf0_p12cd@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBHUGen_t_00225cf0_p12cd@@@_STL@@@2@@_STL@@_N@2@ABU?$pair@$$CBHUGen_t_00225cf0_p12cd@@@2@@Z,0x00225540,145,Code/gen_small/tgrid_108.cpp,reloc-derived;call-sites=4;identity=generated
??1Gen_dtor_0022f0e0@@UAE@XZ,0x0022EF90,67,Code/gen_small/dtors_002.cpp,reloc-derived;call-sites=1;identity=generated
??$_M_allocate_and_copy@PAUGen_t_002304b0_p24cd@@@?$vector@UGen_t_002304b0_p24cd@@V?$allocator@UGen_t_002304b0_p24cd@@@_STL@@@_STL@@IAEPAUGen_t_002304b0_p24cd@@IPAU2@0@Z,0x00230120,79,Code/gen_small/tgrid_108.cpp,reloc-derived;call-sites=1;identity=generated
?_M_insert_overflow@?$vector@UFlightDeckInfo@FlightDeckBehavior@@V?$allocator@UFlightDeckInfo@FlightDeckBehavior@@@_STL@@@_STL@@IAEXPAUFlightDeckInfo@FlightDeckBehavior@@ABU34@ABU__false_type@2@I_N@Z,0x00231A00,334,Code/GameEngine/Source/GameLogic/Object/Behavior/FlightDeckBehavior.cpp,reloc-derived;call-sites=1;identity=real
??$_M_allocate_and_copy@PAUGen_t_0023dd50_p16pod@@@?$vector@UGen_t_0023dd50_p16pod@@V?$allocator@UGen_t_0023dd50_p16pod@@@_STL@@@_STL@@IAEPAUGen_t_0023dd50_p16pod@@IPAU2@0@Z,0x00233960,94,Code/gen_small/tgrid_108.cpp,reloc-derived;call-sites=1;identity=generated
??$__copy_backward@PAUGen_t_00234a50_p128pod@@PAU1@H@_STL@@YAPAUGen_t_00234a50_p128pod@@PAU1@00ABUrandom_access_iterator_tag@0@PAH@Z,0x00233B60,79,Code/gen_small/tgrid_133.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00235d70@@UAE@XZ,0x00234D60,102,Code/gen_small/dtors_002.cpp,reloc-derived;call-sites=1;identity=generated
?erase@?$_Rb_tree@HU?$pair@$$CBHUGen_t_0023dc00_p12cd@@@_STL@@U?$_Select1st@U?$pair@$$CBHUGen_t_0023dc00_p12cd@@@_STL@@@2@U?$less@H@2@V?$allocator@U?$pair@$$CBHUGen_t_0023dc00_p12cd@@@_STL@@@2@@_STL@@QAEXU?$_Rb_tree_iterator@U?$pair@$$CBHUGen_t_0023dc00_p12cd@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBHUGen_t_0023dc00_p12cd@@@_STL@@@2@@2@0@Z,0x002358B0,143,Code/gen_small/tgrid_108.cpp,reloc-derived;call-sites=1;identity=generated
?insert_unique@?$_Rb_tree@HHU?$_Identity@H@_STL@@U?$less@H@2@V?$allocator@H@2@@_STL@@QAE?AU?$pair@U?$_Rb_tree_iterator@HU?$_Nonconst_traits@H@_STL@@@_STL@@_N@2@ABH@Z,0x00235A30,145,Code/GameEngine/Source/GameNetwork/GameSpy/PeerDefs.cpp,reloc-derived;call-sites=2;identity=real
?_M_insert@?$_Rb_tree@HU?$pair@$$CBHUGen_t_0023de30_p12cd@@@_STL@@U?$_Select1st@U?$pair@$$CBHUGen_t_0023de30_p12cd@@@_STL@@@2@U?$less@H@2@V?$allocator@U?$pair@$$CBHUGen_t_0023de30_p12cd@@@_STL@@@2@@_STL@@AAE?AU?$_Rb_tree_iterator@U?$pair@$$CBHUGen_t_0023de30_p12cd@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBHUGen_t_0023de30_p12cd@@@_STL@@@2@@2@PAU_Rb_tree_node_base@2@0ABU?$pair@$$CBHUGen_t_0023de30_p12cd@@@2@0@Z,0x0023B4D0,176,Code/gen_small/tgrid_108.cpp,reloc-derived;call-sites=9;identity=generated
?insert_unique@?$_Rb_tree@HU?$pair@$$CBHUGen_t_0023de30_p12cd@@@_STL@@U?$_Select1st@U?$pair@$$CBHUGen_t_0023de30_p12cd@@@_STL@@@2@U?$less@H@2@V?$allocator@U?$pair@$$CBHUGen_t_0023de30_p12cd@@@_STL@@@2@@_STL@@QAE?AU?$pair@U?$_Rb_tree_iterator@U?$pair@$$CBHUGen_t_0023de30_p12cd@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBHUGen_t_0023de30_p12cd@@@_STL@@@2@@_STL@@_N@2@ABU?$pair@$$CBHUGen_t_0023de30_p12cd@@@2@@Z,0x0023B5B0,145,Code/gen_small/tgrid_108.cpp,reloc-derived;call-sites=4;identity=generated
?_M_insert_overflow@?$vector@UGen_t_00244990_p16cd@@V?$allocator@UGen_t_00244990_p16cd@@@_STL@@@_STL@@IAEXPAUGen_t_00244990_p16cd@@ABU3@ABU__false_type@2@I_N@Z,0x00240070,305,Code/gen_small/tgrid_108.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00240880@@UAE@XZ,0x00240590,162,Code/gen_small/dtors_002.cpp,reloc-derived;call-sites=1;identity=generated
?_M_insert_overflow@?$vector@UGen_t_00247f80_p4cd@@V?$allocator@UGen_t_00247f80_p4cd@@@_STL@@@_STL@@IAEXPAUGen_t_00247f80_p4cd@@ABU3@ABU__false_type@2@I_N@Z,0x00247180,268,Code/gen_small/tgrid_109.cpp,reloc-derived;call-sites=1;identity=generated
??0HordeGarrisonContainModuleData@@QAE@XZ,0x0024D190,18,Code/GameEngine/Source/GameLogic/AI/HordeGarrisonContainFriendNewModuleDataThunk.cpp,reloc-derived;call-sites=2;identity=real
??1Gen_dtor_0024d4b0@@UAE@XZ,0x0024D2D0,87,Code/gen_small/dtors_002.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0024ea90@@UAE@XZ,0x0024E8E0,141,Code/gen_small/dtors_002.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0024f3c0@@UAE@XZ,0x0024F3F0,11,Code/gen_small/dtors_002.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0024f4d0@@UAE@XZ,0x0024F400,25,Code/gen_small/dtors_002.cpp,reloc-derived;call-sites=1;identity=generated
??0GrantUpgradeCreate@@QAE@PAVThing@@PBVModuleData@@@Z,0x0024F860,46,Code/GameEngine/Source/Common/Thing/GrantUpgradeCreateFriendNewModuleInstanceThunk.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_0024f9a0@@UAE@XZ,0x0024F8B0,25,Code/gen_small/dtors_002.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0024fb00@@UAE@XZ,0x0024FB30,67,Code/gen_small/dtors_002.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0024fd70@@UAE@XZ,0x0024FC70,25,Code/gen_small/dtors_002.cpp,reloc-derived;call-sites=1;identity=generated
??0PreorderCreate@@QAE@PAVThing@@PBVModuleData@@@Z,0x0024FE70,46,Code/GameEngine/Source/Common/Thing/PreorderCreateFriendNewModuleInstanceThunk.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_0024ff90@@UAE@XZ,0x0024FEC0,25,Code/gen_small/dtors_002.cpp,reloc-derived;call-sites=1;identity=generated
??0SpecialPowerCreate@@QAE@PAVThing@@PBVModuleData@@@Z,0x00250070,46,Code/GameEngine/Source/Common/Thing/SpecialPowerCreateFriendNewModuleInstanceThunk.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_00250190@@UAE@XZ,0x002500C0,25,Code/gen_small/dtors_002.cpp,reloc-derived;call-sites=1;identity=generated
??0SupplyCenterCreate@@QAE@PAVThing@@PBVModuleData@@@Z,0x00250260,46,Code/GameEngine/Source/Common/Thing/SupplyCenterCreateFriendNewModuleInstanceThunk.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_00250380@@UAE@XZ,0x002502B0,25,Code/gen_small/dtors_002.cpp,reloc-derived;call-sites=1;identity=generated
??0SupplyWarehouseCreate@@QAE@PAVThing@@PBVModuleData@@@Z,0x00250460,46,Code/GameEngine/Source/Common/Thing/SupplyWarehouseCreateFriendNewModuleInstanceThunk.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_00250570@@UAE@XZ,0x002504B0,25,Code/gen_small/dtors_002.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00250710@@UAE@XZ,0x00250640,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00250850@@UAE@XZ,0x00250660,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??0EvacuateDamageModuleData@@QAE@XZ,0x00250C20,101,Code/GameEngine/Source/Common/Thing/EvacuateDamageFriendNewModuleDataThunk.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_00250dc0@@UAE@XZ,0x00250DF0,67,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??0EvacuateDamage@@QAE@PAVThing@@PBVModuleData@@@Z,0x00251060,173,Code/GameEngine/Source/Common/Thing/EvacuateDamageFriendNewModuleInstanceThunk.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_002512f0@@UAE@XZ,0x00251200,116,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00251800@@UAE@XZ,0x00251690,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??0ReflectDamageModuleData@@QAE@XZ,0x002516D0,20,Code/GameEngine/Source/Common/Thing/ReflectDamageFriendNewModuleDataThunk.cpp,reloc-derived;call-sites=1;identity=real
??0ReflectDamage@@QAE@PAVThing@@PBVModuleData@@@Z,0x002516F0,60,Code/GameEngine/Source/Common/Thing/ReflectDamageFriendNewModuleInstanceThunk.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_00252c00@@UAE@XZ,0x00252A40,8,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??0?$pair@$$CBUGen_t_00252ab0_k4@@UGen_t_00252ab0_p12cd@@@_STL@@QAE@ABU01@@Z,0x00252A50,73,Code/gen_small/tgrid_109.cpp,reloc-derived;call-sites=1;identity=generated
??$__copy_backward@PAUGen_t_00252ce0_p128pod@@PAU1@H@_STL@@YAPAUGen_t_00252ce0_p128pod@@PAU1@00ABUrandom_access_iterator_tag@0@PAH@Z,0x00252C30,127,Code/gen_small/tgrid_133.cpp,reloc-derived;call-sites=1;identity=generated
??1TensileFormationUpdateMember@@QAE@XZ,0x00252DA0,164,Code/GameEngine/Source/Common/TensileFormationUpdateDestructorThunk.cpp,reloc-derived;call-sites=2;identity=real
??1Gen_dtor_00253cb0@@UAE@XZ,0x00253C00,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00253f60@@UAE@XZ,0x00253D30,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00254770@@UAE@XZ,0x002545E0,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00254c80@@UAE@XZ,0x00254960,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00255070@@UAE@XZ,0x00254F50,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
?isDieApplicable@DieMuxData@@QBE_NPBVObject@@PBVDamageInfo@@@Z,0x002551F0,241,Code/GameEngine/Source/GameLogic/Object/Die/SpecialPowerCompletionDie.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_00255450@@UAE@XZ,0x00255320,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00255760@@UAE@XZ,0x00255580,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00255960@@UAE@XZ,0x00255840,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00255b70@@UAE@XZ,0x00255A40,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00255f30@@UAE@XZ,0x00255DD0,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_002561d0@@UAE@XZ,0x002560A0,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_001c0fb0@@UAE@XZ,0x002562C0,25,Code/gen_small/dtors_002.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00256940@@UAE@XZ,0x00256890,96,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_001c0e70@@UAE@XZ,0x00256C60,25,Code/gen_small/dtors_002.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_001c1170@@UAE@XZ,0x00256D20,25,Code/gen_small/dtors_002.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_001c12b0@@UAE@XZ,0x00256DB0,25,Code/gen_small/dtors_002.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_001c55f0@@UAE@XZ,0x002570C0,146,Code/gen_small/dtors_002.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_001c1480@@UAE@XZ,0x00257500,25,Code/gen_small/dtors_002.cpp,reloc-derived;call-sites=1;identity=generated
??0CashHackSpecialPower@@QAE@PAVThing@@PBVModuleData@@@Z,0x00258250,46,Code/GameEngine/Source/Common/Thing/ModuleFactory.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_00258560@@UAE@XZ,0x00258300,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??0CloudBreakSpecialPower@@QAE@PAVThing@@PBVModuleData@@@Z,0x00259010,46,Code/GameEngine/Source/Common/Thing/CloudBreakSpecialPowerFriendNewModuleInstanceThunk.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_00259130@@UAE@XZ,0x00259060,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??0CloudBreakSpecialPowerModuleData@@QAE@XZ,0x002592A0,52,Code/GameEngine/Source/Common/Thing/CloudBreakSpecialPowerFriendNewModuleDataThunk.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_002592f0@@UAE@XZ,0x00259320,79,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00259870@@UAE@XZ,0x00259740,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00259ca0@@UAE@XZ,0x00259BD0,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??0DefectorSpecialPower@@QAE@PAVThing@@PBVModuleData@@@Z,0x00259F50,46,Code/GameEngine/Source/Common/Thing/DefectorSpecialPowerFriendNewModuleInstanceThunk.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_0025a060@@UAE@XZ,0x00259FA0,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0025a530@@UAE@XZ,0x0025A390,46,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??0DeflectSpecialPowerModuleData@@QAE@XZ,0x0025A600,18,Code/GameEngine/Source/GameLogic/Object/SpecialPower/DeflectSpecialPowerFriendNewModuleDataThunk.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_0025a8e0@@UAE@XZ,0x0025A810,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??0DominateEnemySpecialPowerModuleData@@QAE@XZ,0x0025AC90,38,Code/GameEngine/Source/Common/Thing/DominateEnemySpecialPowerFriendNewModuleDataThunk.cpp,reloc-derived;call-sites=1;identity=real
??0DominateEnemySpecialPower@@QAE@PAVThing@@PBVModuleData@@@Z,0x0025ACF0,53,Code/GameEngine/Source/Common/Thing/DominateEnemySpecialPowerFriendNewModuleInstanceThunk.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_0025ae70@@UAE@XZ,0x0025AD50,32,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0025b5b0@@UAE@XZ,0x0025B300,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
?_M_insert_overflow@?$vector@UGen_t_0025cd00_p8cd@@V?$allocator@UGen_t_0025cd00_p8cd@@@_STL@@@_STL@@IAEXPAUGen_t_0025cd00_p8cd@@ABU3@ABU__false_type@2@I_N@Z,0x0025CB00,268,Code/gen_small/tgrid_109.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0025d0b0@@UAE@XZ,0x0025CFA0,32,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0025d6b0@@UAE@XZ,0x0025D5E0,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0025dbe0@@UAE@XZ,0x0025DA10,32,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0025f1f0@@UAE@XZ,0x0025F130,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0025f9e0@@UAE@XZ,0x0025F900,32,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??0ManTheWallsSpecialPowerModuleData@@QAE@XZ,0x00261260,18,Code/GameEngine/Source/GameLogic/Object/SpecialPower/ManTheWallsSpecialPowerFriendNewModuleDataThunk.cpp,reloc-derived;call-sites=1;identity=real
?_M_insert_overflow@?$vector@UGen_t_002619d0_p8pod@@V?$allocator@UGen_t_002619d0_p8pod@@@_STL@@@_STL@@IAEXPAUGen_t_002619d0_p8pod@@ABU3@ABU__false_type@2@I_N@Z,0x00261750,302,Code/gen_small/tgrid_133.cpp,reloc-derived;call-sites=1;identity=generated
?_M_insert_overflow@?$vector@UGen_t_00262280_p16cd@@V?$allocator@UGen_t_00262280_p16cd@@@_STL@@@_STL@@IAEXPAUGen_t_00262280_p16cd@@ABU3@ABU__false_type@2@I_N@Z,0x00262120,267,Code/gen_small/tgrid_109.cpp,reloc-derived;call-sites=1;identity=generated
??0OCLSpecialPower@@QAE@PAVThing@@PBVModuleData@@@Z,0x002628E0,46,Code/GameEngine/Source/Common/Thing/OCLSpecialPowerFriendNewModuleInstanceThunk.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_00262b90@@UAE@XZ,0x00262930,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
?_M_insert_overflow@?$vector@UUpgrades@OCLSpecialPowerModuleData@@V?$allocator@UUpgrades@OCLSpecialPowerModuleData@@@_STL@@@_STL@@IAEXPAUUpgrades@OCLSpecialPowerModuleData@@ABU34@ABU__false_type@2@I_N@Z,0x00262FE0,302,Code/GameEngine/Source/GameLogic/Object/SpecialPower/OCLSpecialPower.cpp,reloc-derived;call-sites=2;identity=real
??1Gen_dtor_00263b50@@UAE@XZ,0x00263A20,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00264090@@UAE@XZ,0x00263FA0,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00264290@@UAE@XZ,0x002642C0,79,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00264920@@UAE@XZ,0x00264840,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??0RepairSpecialPowerModuleData@@QAE@XZ,0x00264990,18,Code/GameEngine/Source/GameLogic/Object/SpecialPower/RepairSpecialPowerFriendNewModuleDataThunk.cpp,reloc-derived;call-sites=1;identity=real
??0ScavengerSpecialPower@@QAE@PAVThing@@PBVModuleData@@@Z,0x002658B0,46,Code/GameEngine/Source/Common/Thing/ScavengerSpecialPowerFriendNewModuleInstanceThunk.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_00265900@@UAE@XZ,0x00265930,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
